Singerman ID,leave blank,Description,leave blank 2
supp2367,,"Goldfaden, Abraham. Satan; or, The 10th Commandment: An Original Comedy in 3 Acts and 15 Scenes. New York, 1888.

Copyright held by A. Goldfaden, New York, 1888, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 40308.

Copies: None",
supp2368,,"Greg, William Rathbone. The Creed of Christendom: Its Foundations Contrasted with Its Superstructure. Chicago: Belford, Clarke & Co., 1888. 399 p.



""Theism of the Jews Impure and Progressive"": pp. 145- 52. Consult index under ""Jews,"" ""Maimonides,"" ""Rabbins,"" ""Talmud,"" etc.



Copies: Numerous editions in most academic libraries",
supp2369,,"Hague, William. Life Notes; or, Fifty Years’ Outlook. Boston: Lee and Shepard, 1888. xi, 362 p.

See pp. 60-61 for Hague’s recollections of Isaac Abinun de Lima, a Jew from Curaçao attending Columbia University in preparation for a career in medicine, also Hague’s close friendship with Shearith Israel’s Rev. [Moses Levy Maduro] Peixotto when the congregation was on Mill Street.

Copies: In most academic libraries",
supp2370,,"Haines, Elijah Middlebrook. The American Indian (Un-Nish- In-Na-Ba). The Whole Subject Complete in One Volume. Illustrated with Numerous Appropriate Engravings. Chicago: The Mas-Sin-Na’-Gan Company, 1888. 821 p.

Chap. 4, ""Affinity With the Jews.""

Copies: In most academic libraries",
supp2371,,"Hare, Augustus John Cuthbert. Walks in Paris. ... New York, London and Glasgow: George Routledge and Sons, [c1888]. viii, 532 p., [12] p. of adv.

Contains isolated historical references to the Jews; note, for instance, the indexed references to Rue de la Juiverie. The earlier British edition is entitled Paris. Copyright held by Joseph L. Blamire.

Copies: In most academic libraries",
supp2372,,"Harrison, Thomas. Three Hundred Testimonies in favor of Religion and the Bible by Distinguished Men and Women; as, Astronomers, Botanists, Chemists, Clergymen, Educators, Geologists, Heathens, Heathens Converted, Historians, Infidels, Infidels Claimed as such, Infidels Converted, Jews, Jurists, Literary Writers, Military Men, Musicians, Novelists, Royal Personages, Philosophers and Scientists, Physicians, Poets, Presidents of the United States, Statesmen (American), Statesmen (European), Travelers and Voyagers. Cincinnati: Robert Clarke, 1888. xiv, 488 p.

The section devoted to ""Jews"" (pp. 247-49) presents Felix Adler, Flavius Josephus, and Mordecai M. Noah. Spine title: Testimonies in Favor of Religion and the Bible.

Copies: In most academic libraries",
supp2373,,"International Polar Committee. Report on the Proceedings of the United States Expedition to Lady Franklin Bay, Grinnell Land, by Adolphus W. Greely ... Washington: Govt. Print. Off., 1888. 2 vols.

For the work and death of Sargeant Edward Israel, an astronomer and magnetist on the expedition team, see vol. 1, p. 541; vol. 2, p. 734.

Copies: In most academic libraries",
supp2374,,"Jackson, Luis. A World’s Sabbath. Chicago, [1888?]. 

Jackson, a Jew, proposes a world conference to be held in Paris in 1900 to fix the universal day of rest on Sunday; by extension, this would necessitate a transfer of the Jewish Sabbath to Sunday. Reprinted from The Times (Chicago). The proposal is critiqued in ""Two Pamphlets,"" in The Jewish Exponent (Philadelphia), Jan. 20, 1888, pp. 4-5.

Copies: None",
supp2375,,"Jewish Ministers’ Association of America. [Broadside, Oct. 1888, outlining the history and objectives of the Jewish Minister’s Association of America; congregations are encouraged to support their rabbi’s participation through membership and travel expenses to attend the annual convention; Gustave Gottheil, President]. broadside.

See Raynors’ Historical Collectible Auctions ... February 21st, 2008, lot 245 (facsimile).

Copies: None",
supp2376,,"Jewish Ministers’ Association of America. [The semi- annual conference, announced on November 15, 1888, will be held on December 3, 1888, in Philadelphia at Temple Rodef Sholom. There are lectures by Rabbi Kaufmann Kohler (""The Effect of Modern Discovery and Research upon the use of the Bible in the Pulpit and Schoolroom"") and Rabbi Max Landsberg (""The Attitude of Judaism towards the Church, with special reference to the efforts of Conversionists"")]. New York, 1888. broadside.

Gustave Gottheil, President. The members of the entire Executive Board are named There are no published conference papers for 1888 and beyond? See Raynors’ Historical Collectible Auctions ... March 24th, 2005, lot 356 (facsimile).

Copies: None",
supp2377,,"Jewish Publication Society of America. To Jews, Jewish Congregations, Jewish Orders, Y.M.H.A., and kindred Associations. It is proposed to establish an American Jewish Publication Society ... Philadelphia, 1888. folded leaf.

Dated May 9, 1888. See Raynors’ Historical Collectible Auctions ..., online catalog designated 2005-09, lot 834 (facsimile).

Copies: None",
supp2378,,"Kenderdine, Thaddeus Stevens. A California Tramp and Later Footprints; or, Life on the Plains and in the Golden State Thirty Years Ago, with Miscellaneous Sketches in Prose and Verse. Illustrated with Thirty-Nine Wood and Photo-Engravings. Newtown, Pa., 1888 [Philadelphia: Press of Globe Printing House]. 415, [1] p.

Contains deprecations of Jewish-owned businesses in San Bernardino (p. 182) and San Francisco (pp. 272-73).

Copies: In most academic libraries",
supp2379,,"Landsmann, Daniel. [Mimra haShem; eyne dissitatsyon mit eynem rebi oyf eyner yidishen hokhtsayt]. New York: Verlag des Verfassers, 1888. 19 p.

Conversionist tract.

Copies: Yosef Goldman (deceased)",
supp2380,,"Landsmann, Daniel. [Vos zogt di kabole etts. iber di drayeynigkayt gottes]. New York: Verlag des Verfassers, 1888. 16 p.

Conversionist tract.

Copies: Yosef Goldman (deceased)",
supp2381,,"Landsmann, Daniel. [Yeyshu sar haponem]. New York: Verlag des Verfassers, 1888. 11 p.

Conversionist tract.

Copies: Yosef Goldman (deceased)",
supp2382,,"Leszynsky, Henry S. [Matanah le-kehilah he-kedoshah Neveh ha-Tsedek Tsevi tifarto]. New York: Printed by Brody & Chelimer, 5648 [1888]. 4 p.

""This folded broadside contains the itinerary of Leszynsky’s trip to San Francisco in 1887 and 1888 and brief biographies of some of his relatives."" Goldman- Kinsberg 1095 (facsimile).

Copies: Yosef Goldman (deceased)",
supp2383,,"Mitchell, Thomas. The Latter Day Glory, Jews and Gentiles Fraternize. [Brooklyn?, 1888?].

Described from a pre-publication announcement received by the editor of American Israelite (Cincinnati), Jan. 6, 1888, p. 4, wherein the name of Brooklyn’s Rev. Thomas Mitchell appears as ""Mitchel.""

Copies: None",
supp2384,,"Morris, Anthony P. Old Hawk, the Man with Nine Lives; or, ""Piping"" the North-side Murder. A Detective Story of Chicago. [Old Cap. Collier Library, vol. 3, no. 328]. New York: Norman L. Munro, [1888]. 40 p., [6] p. of adv. 

Levi Isaacstein is a pawnbroker and the owner of a secondhand store.

Copies: DLC (Old Cap. Collier Library, microfilm).",
supp2385,,"Murray, William Henry Harrison. The Doom of Mamelons: A Legend of the Saguenay. Philadelphia: Hubbard Brothers, 1888. iv, 136 p.

See p. 69 concerning the racial strength of the Jews traced to their ""old faith"" and their maintainance of ""pure blood."" Wright III:3907.

Copies: In most academic libraries",
supp2386,,"New York. Congregation Ahawath Chesed. Young Men’s Association. Fifteenth Anniversary Celebration, December 20, 1888. Young Men’s Association of the Congregation Ahawath Chesed. Instituted, October 30, 1873. [New York]: Press of M. Schlessinger, 1888. 23, [1] p.

Contains a ""List of Members"" following p. 23.

Copies: CtY",
supp2387,,"New York. Erster Galizischer Kranken und Unterstützungs- Verein. Constitution und Neben-Gesetze des Ersten Galizischen Kranken und Unterstützungs-Verein. Gegründet im September, 1868. New-York: Druck von J. Lanzit, 1888. 50 p.

German and English.

Copies: NHi",
supp2388,,"New York. Maimonides Library. [Circular announcement of a new initiative to gather ""original material relating to the history of the Jews in America""]. [New York: Committee on Intellectual Advancement of District No. 1. I.O.B.B., 1888].

Cf. American Israelite (Cincinnati), June 22, 1888, p. 7 (includes a related extract taken from the New York Sun, April 20, 1888). The initiative was advanced by Max Cohen, ""Maimonides Library,"" The Menorah (New York), vol. 4 (1888), p. 295, in section captioned, ""American Jewish History.""

Copies: None",
supp2389,,"Page, Thomas Frederick. The Golden Fleece: A Book of Jewish Cabalism. Laconia, N.H.: The Author, 1888. 155 p. 



Copies: DLC",
supp2390,,"Philadelphia. Hebrew Sunday School Society. Young Mænnerchor Hall, Sixth and Vine Streets. Purim Entertainment for the Children of the Hebrew Sunday School, of Philadelphia. Introducing Mr. Thomas W. Yost, in Refined Magical Entertainment, Wonderful Illusions, Unique Surprises, Startling Natural Phenomena. Wednesday Afternoon, February 22, 1888. Programme ... [Philadelphia, 1888]. 1 leaf printed on both sides.

A program with local advertisements.

Copies: PPL",
supp2391,,"Purim Gazette. [Baltimore: Beacon Light Association, 1888].

A humorous sheet distributed at the Beacon Light Association’s ""sixteenth annual Purim carnival and bal-masque."" Cf. Jewish Exponent (Philadelphia), Feb. 24, 1888, p. 28.

Copies: None",
supp2392,,"Rives, Amélie. Herod and Mariamne: A Tragedy. Philadelphia: J. B. Lippincott, [c1888]. 305-462 p., 44 p. of adv.

Herod and Mariamne concludes on pp. 390-94 with ""A Few More Words About Miss Rives,"" by Edgar Fawcett. Originally published in Lippincott’s Monthly Magazine, Sept. 1888. On spine: Lippincott’s No. 249.

Copies: In most academic libraries",
supp2393,,"Schindler, Solomon. ""Belief Independent of Proof. No Proofs of a Life Hereafter—Was There Life Heretofore?"" In: The Hereafter. Twenty-three Answers by as many Religious Teachers to the Question: What are the strongest proofs and arguments in support of the belief in a life hereafter? (Boston: D. Lothrop, [c1888]), pp. 47-52.



Copies: In most academic libraries",
supp2394,,"Sims, A. K. Saffron Sol, the Man with a Shadow; or, The Tigers of No Man’s Land. Beadle's Half Dime Library, vol. 23, no. 583. New York: Beadle & Adams, 1888. 14 p., [2] p. of adv.

Moses Rosenthal (""a greasy Jew peddler"") is really another person disguised as a Jew. The setting is the town of Eli, located in the disputed Cherokee Strip portion of Kansas. Lieut. A. K. Sims is the pseudonym of John Harvey Whitson. Johannsen, vol. 1, p. 281.

Copies: IDekN, NRU",
supp2395,,"Souvenir of Newport, R.I. New York: Adolph Wittemann, c1886-88. accordion-style folded leaf.

Includes a captioned view, ""Jewish Cemetery."" ""Published & Copyrighted, 1886 & 1888 by Adolph Wittemann ...""

Copies: MH, MiEM (Arsenal coll., uncat.).",
supp2396,,"Stern, Simon Adler. Jottings of Travel in China and Japan. Philadelphia: Porter & Coates, 1888. 185 p.

See, principally, chap. 17, ""Foreigners in China–A Jewish Synagogue"" (at Shanghai).

Copies: In most academic libraries",
supp2397,,"United States. Congress. House. Select Committee to Inquire into the Alleged Violation of the Laws Prohibiting the Importation of Contract Laborers, Paupers, Convicts, and other Classes. Testimony taken by the Select Committee of the House of Representatives to Inquire into the Alleged Violation of the Laws Prohibiting the Importation of Contract Laborers, Paupers, Convicts, and Other Classes. Charles H. Bender, Official Stenographer. Washington, D.C.: Government Printing Office, 1888. 799 p.

The volume’s indexing points to scattered references of Jewish interest. For example, S. C. Worthington, agent of the Massachusetts State Board of Lunacy and Charity, reports on the impoverished Russian Jews arriving in Boston and Jews going hungry whenever kosher food is unavailable (pp. 546-60). Includes testimony by J. Judelsohn, director, Jewish Immigrant Protective Society of New York (pp. 289-300), and by Gregory Weinstein (pp. 506-9), reporting on the deplorable sanitary conditions in New York’s Jewish districts. At head of title: 50th Congress, 1st Session, House of Representatives, Mis. Doc. No. 572. With, as issued, Reports of Diplomatic and Consular Officers Concerning Emigration from Europe to the United States ... (Washington: Government Printing Office, 1889). 157 p.

Copies: In most federal documents collections",
supp2398,,"Warren, F. K., ed. Europe Illustrated. With Numerous Wood Engravings, by the Best Artists. Boston: Aldine Book Publishing Co., [c1888]. unpaged.

Includes a view captioned, ""Jews’ Street. Hamburg,"" with related text on the preceeding page.

Copies: In most academic libraries",
supp2399,,"Woodside, John W. Why Pat was a Democrat, and other Campaign Arguments, in Verse. [n.p., 1888?]. 16 p.

Occasioned by the presidential contest of 1888 between Grover Cleveland and Benjamin Harrison. A dialect poem, ""Why Moses Guggenheimer would Vote for Harrison,"" is on p. 12.

Copies: RPB",
supp2400,,"Baas, Johann Hermann. Outlines of the History of Medicine and the Medical Profession. Translated, and in conjunction with the Author Revised and Enlarged by H. E. Handerson ... New York: J. H. Vail, 1889. 1173 p.

Consult ""Index of Subjects"" for ""Jewish physicians."" Copyright held by H. E. Handerson.

Copies: In most academic libraries",
supp2401,,"Baltimore. Hebrew Ladies’ Sewing Society. Constitution and By-laws of the Hebrew Ladies’ Sewing Society of Baltimore. Baltimore: Guggenheimer, Weil & Co., 1889. 7 p.



Copies: MdHi",
supp2402,,"Cahun, David-Léon. The Adventures of Captain Mago; or, A Phœnician Expedition B.C. 1000. By Léon Cahun. Illustrated by P. Philippoteaux, and Translated from the French by Ellen E. Frewer. New York: Charles Scribner’s Sons, 1889. viii, 344 p., 24 p. of adv.

Fiction. Chap. 4, ""King David."" A perfect copy has a frontispiece.

Copies: In most academic libraries",
supp2403,,"The Children’s Friend, And Other Stories. Bible Stories for Little Ones. New York: Cassell Publishing Co., c1889. unpaged.

Ten short stories, each with a full page illustration, for young readers. Contains ""The Jews’ Wailing Place,"" with accompanying view of two Jews engaged in prayer at Jerusalem’s Western Wall. See also entry = Stories of Palestine JA suppl. 1899 file. The series appears on the title page verso as Bible Stories for the Little Ones. Cover title: The Children’s Friend. Copyright held by O. M. Dunham.

Copies: FU (Baldwin Library)",
